frame index, translation vector, rotation vector
95, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
96, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
97, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
98, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
99, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
100, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
101, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
102, [1.32484738 0.29093786 0.0160011 ], [ 0.09455447  0.20583574 -0.09948145]
153, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
154, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
155, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
156, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
157, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
158, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
159, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
160, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
161, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
162, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
163, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
164, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
165, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
166, [1.33101082e+00 2.89310523e-01 2.06736860e-05], [-0.17359348 -0.80643416 -0.09170586]
