frame index, translation vector, rotation vector
3, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
4, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
5, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
6, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
7, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
8, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
9, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
10, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
11, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
12, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
13, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
14, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
15, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
16, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
17, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
18, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
21, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
22, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
23, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
24, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
25, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
26, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
27, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
28, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
29, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
30, [ 1.70802056  1.15295418 -0.02214843], [ 0.0867353  -0.03308078  0.04388586]
31, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
32, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
33, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
34, [ 1.70536365  1.1507467  -0.02004209], [ 0.92841668 -1.14576824  0.00289933]
35, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
36, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
37, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
38, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
39, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
40, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
41, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
42, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
43, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
44, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
45, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
46, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
47, [ 1.70536365  1.1507467  -0.02004209], [ 0.92841668 -1.14576824  0.00289933]
48, [ 1.70536365  1.1507467  -0.02004209], [ 0.92841668 -1.14576824  0.00289933]
49, [ 1.70536365  1.1507467  -0.02004209], [ 0.92841668 -1.14576824  0.00289933]
50, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
51, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
52, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
53, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
59, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
60, [ 1.7083932   1.153542   -0.02349721], [ 0.06378048 -0.03769448  0.05683282]
70, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
71, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
72, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
73, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
74, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
75, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
76, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
77, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
78, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
79, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
80, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
81, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
82, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
83, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
84, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
85, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
86, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
87, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
88, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
89, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
90, [ 1.70599914  1.15136142 -0.01970109], [ 0.08387953 -0.0102277   0.05752165]
91, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
92, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
93, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
94, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
95, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
96, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
97, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
98, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
99, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
100, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
101, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
102, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
103, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
104, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
105, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
106, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
107, [ 1.71008879  1.15483546 -0.02548783], [ 0.06558771 -0.06083252  0.04276854]
