frame index, translation vector, rotation vector
1, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
2, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
3, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
4, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
5, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
6, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
7, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
8, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
9, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
10, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
11, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
12, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
13, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
14, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
15, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
16, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
17, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
18, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
19, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
20, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
21, [0.03622143 0.14843226 1.55252221], [-2.9875653  -0.87085712  0.10698204]
22, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
23, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
24, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
25, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
26, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
27, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
28, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
29, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
30, [0.03599849 0.14761602 1.54107502], [-2.99810957 -0.87148218 -0.16684241]
31, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
32, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
33, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
34, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
35, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
36, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
37, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
38, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
39, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
40, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
41, [0.03589012 0.14738327 1.53821234], [-2.81502756 -0.76749424  0.00738795]
42, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
43, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
44, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
45, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
46, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
47, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
48, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
49, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
50, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
51, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
52, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
53, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
54, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
55, [0.03492928 0.14432202 1.50884126], [-2.74330033 -0.76214274  0.0185252 ]
