frame index, translation vector, rotation vector
1, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
2, [0.89575738 0.62385109 1.92714045], [-0.05334144 -1.84822673  0.87245748]
3, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
4, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
5, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
6, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
7, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
8, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
9, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
10, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
11, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
12, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
13, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
14, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
15, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
16, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
17, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
18, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
19, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
20, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
21, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
22, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
23, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
24, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
25, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
26, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
27, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
28, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
29, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
30, [0.88446172 0.61574641 1.90173102], [0.05315714 2.83688019 0.29638732]
31, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
32, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
33, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
34, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
35, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
36, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
37, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
38, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
39, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
40, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
41, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
42, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
43, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
44, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
45, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
46, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
47, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
48, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
49, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
50, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
51, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
52, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
53, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
54, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
55, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
56, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
57, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
58, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
59, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
60, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
61, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
62, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
63, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
64, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
65, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
66, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
67, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
68, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
69, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
70, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
71, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
72, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
73, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
74, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
75, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
76, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
77, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
78, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
79, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
80, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
81, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
82, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
83, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
84, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
85, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
86, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
87, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
88, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
89, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
90, [0.89878208 0.62571444 1.93252758], [0.02269289 2.86096026 0.25894753]
91, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
92, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
93, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
94, [0.89253302 0.62125549 1.91984224], [0.03314846 2.83181944 0.22246425]
