frame index, translation vector, rotation vector
1, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
2, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
3, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
4, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
5, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
6, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
7, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
8, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
9, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
10, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
11, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
12, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
13, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
14, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
15, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
16, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
17, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
18, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
19, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
20, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
21, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
22, [-0.01046669 -0.12241051  0.00702441], [ 0.11015627  0.18667963 -0.05042329]
