frame index, translation vector, rotation vector
1, [0 0 0], [0 0 0]
2, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
3, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
4, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
5, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
6, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
7, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
8, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
9, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
10, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
11, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
12, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
13, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
14, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
15, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
16, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
17, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
18, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
19, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
20, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
21, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
22, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
23, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
24, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
25, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
26, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
27, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
28, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
29, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
30, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
31, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
32, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
33, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
34, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
35, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
36, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
37, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
38, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
39, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
40, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
41, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
42, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
43, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
44, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
45, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
46, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
47, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
48, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
49, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
50, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
51, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
52, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
53, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
54, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
55, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
56, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
57, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
58, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
59, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
60, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
61, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
62, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
63, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
64, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
65, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
66, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
67, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
68, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
69, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
70, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
71, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
72, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
73, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
74, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
75, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
76, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
77, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
78, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
79, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
80, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
81, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
82, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
83, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
84, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
85, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
86, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
87, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
88, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
89, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
90, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
91, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
92, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
93, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
94, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
95, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
96, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
97, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
98, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
99, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
100, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
101, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
102, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
103, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
104, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
105, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
106, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
107, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
108, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
109, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
110, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
111, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
112, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
113, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
114, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
115, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
116, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
117, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
118, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
119, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
120, [5.55111512e-17 0.00000000e+00 0.00000000e+00], [0. 0. 0.]
121, [ 0.0023596  -0.00761073 -0.0084833 ], [-0.02008357  0.01236852 -0.0072172 ]
122, [ 0.0023596  -0.00761073 -0.0084833 ], [-0.02008357  0.01236852 -0.0072172 ]
123, [ 0.0023596  -0.00761073 -0.0084833 ], [-0.02008357  0.01236852 -0.0072172 ]
124, [ 0.0023596  -0.00761073 -0.0084833 ], [-0.02008357  0.01236852 -0.0072172 ]
125, [ 0.0023596  -0.00761073 -0.0084833 ], [-0.02008357  0.01236852 -0.0072172 ]
126, [ 0.0023596  -0.00761073 -0.0084833 ], [-0.02008357  0.01236852 -0.0072172 ]
