frame index, translation vector, rotation vector
1, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
2, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
3, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
4, [ 0.09832419 -0.17761548 -0.08750503], [-0.00183169  0.04530125  0.03863461]
5, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
6, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
7, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
8, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
9, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
10, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
11, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
12, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
13, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
14, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
15, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
16, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
17, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
18, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
19, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
20, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
21, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
22, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
23, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
24, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
25, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
26, [ 0.09109915 -0.17432422 -0.08157206], [-0.80666997 -1.57091699 -0.02948262]
27, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
29, [ 0.11548439 -0.18541328 -0.10191125], [0.0355097  0.02479311 0.00624276]
30, [ 0.11548439 -0.18541328 -0.10191125], [0.0355097  0.02479311 0.00624276]
31, [ 0.0870054  -0.17206485 -0.07682766], [-0.75090235 -1.66277479  0.03660633]
32, [ 0.08599355 -0.17161452 -0.07633742], [-0.76485361 -1.64580681  0.01182825]
33, [ 0.08599355 -0.17161452 -0.07633742], [-0.76485361 -1.64580681  0.01182825]
34, [ 0.11531472 -0.18536708 -0.10265222], [0.03551941 0.02512759 0.00600423]
35, [ 0.11531472 -0.18536708 -0.10265222], [0.03551941 0.02512759 0.00600423]
36, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
37, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
38, [ 0.12294667 -0.18925472 -0.11092243], [-0.79129863 -1.5560426  -0.03208671]
39, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
40, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
41, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
42, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
43, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
44, [ 0.08658795 -0.17185492 -0.07574669], [0.02571431 0.05867467 0.01483086]
