frame index, translation vector, rotation vector
1, [ 0.02933162  0.09392978 -0.0329957 ], [ 0.12523434  0.13434911 -0.00419927]
2, [ 0.02933162  0.09392978 -0.0329957 ], [ 0.12523434  0.13434911 -0.00419927]
3, [ 0.02933162  0.09392978 -0.0329957 ], [ 0.12523434  0.13434911 -0.00419927]
4, [ 0.02933162  0.09392978 -0.0329957 ], [ 0.12523434  0.13434911 -0.00419927]
5, [ 0.02933162  0.09392978 -0.0329957 ], [ 0.12523434  0.13434911 -0.00419927]
6, [ 0.02933162  0.09392978 -0.0329957 ], [ 0.12523434  0.13434911 -0.00419927]
7, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
8, [ 0.02914126  0.09232436 -0.03536699], [-1.49491452 -0.90284007  0.01215149]
9, [ 0.0516928   0.05523209 -0.07994098], [-1.40314776 -0.96237166  0.03692728]
10, [ 0.06972104  0.02704684 -0.11188718], [ 0.05771828  0.10362451 -0.00035805]
11, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
12, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
13, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
14, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
15, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
16, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
17, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
18, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
19, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
20, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
21, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
22, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
23, [ 0.06229363  0.03936008 -0.09582712], [ 0.08109405  0.12767594 -0.05483343]
24, [ 0.07457635  0.01882136 -0.12039015], [0.10426597 0.09504263 0.00563371]
25, [ 0.0686846   0.02857108 -0.10952429], [0.08541125 0.12181491 0.00660131]
26, [ 0.0686846   0.02857108 -0.10952429], [0.08541125 0.12181491 0.00660131]
27, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
28, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
29, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
30, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
31, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
32, [ 0.03330012  0.08664606 -0.04089639], [ 0.09252806  0.13775203 -0.03357911]
33, [ 0.03050696  0.09186756 -0.0348687 ], [ 0.09981107  0.1169329  -0.01049184]
34, [ 0.05269882  0.05441107 -0.07862481], [ 0.0717709   0.13221441 -0.02920517]
35, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
36, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
37, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
38, [ 0.05875855  0.04439012 -0.08981594], [ 0.08942509  0.10540749 -0.03032676]
39, [ 0.05525157  0.05079778 -0.08240271], [ 0.09791354  0.08384277 -0.00627898]
40, [ 0.05525157  0.05079778 -0.08240271], [ 0.09791354  0.08384277 -0.00627898]
41, [ 0.05525157  0.05079778 -0.08240271], [ 0.09791354  0.08384277 -0.00627898]
42, [ 0.05525157  0.05079778 -0.08240271], [ 0.09791354  0.08384277 -0.00627898]
43, [ 0.05525157  0.05079778 -0.08240271], [ 0.09791354  0.08384277 -0.00627898]
44, [ 0.07304434  0.02056571 -0.11847549], [-1.38423028 -0.95225226  0.04568256]
45, [ 0.08534263  0.00024573 -0.14090687], [ 0.0870155   0.07021049 -0.02629916]
46, [ 0.08534263  0.00024573 -0.14090687], [ 0.0870155   0.07021049 -0.02629916]
47, [ 0.08534263  0.00024573 -0.14090687], [ 0.0870155   0.07021049 -0.02629916]
48, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
49, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
50, [ 0.0686846   0.02857108 -0.10952429], [0.08541125 0.12181491 0.00660131]
51, [ 0.08534263  0.00024573 -0.14090687], [ 0.0870155   0.07021049 -0.02629916]
52, [ 0.05525157  0.05079778 -0.08240271], [ 0.09791354  0.08384277 -0.00627898]
53, [ 0.05964129  0.04437884 -0.09004338], [ 0.08877093  0.10573343 -0.03065589]
54, [ 0.05964129  0.04437884 -0.09004338], [ 0.08877093  0.10573343 -0.03065589]
55, [ 0.05964129  0.04437884 -0.09004338], [ 0.08877093  0.10573343 -0.03065589]
56, [ 0.05964129  0.04437884 -0.09004338], [ 0.08877093  0.10573343 -0.03065589]
57, [ 0.05354636  0.05413112 -0.0780412 ], [ 0.07066486  0.13266571 -0.02986355]
58, [ 0.05354636  0.05413112 -0.0780412 ], [ 0.07066486  0.13266571 -0.02986355]
59, [ 0.05964129  0.04437884 -0.09004338], [ 0.08877093  0.10573343 -0.03065589]
60, [ 0.04985643  0.05970975 -0.07275734], [-1.4193103  -0.92925412  0.03772242]
61, [ 0.04985643  0.05970975 -0.07275734], [-1.4193103  -0.92925412  0.03772242]
62, [ 0.04361083  0.06973597 -0.06018905], [ 0.06142192  0.13692761 -0.0048847 ]
63, [ 0.02478318  0.10102117 -0.023585  ], [ 0.08229796  0.14239378 -0.00966543]
64, [ 0.03050696  0.09186756 -0.0348687 ], [ 0.09981107  0.1169329  -0.01049184]
65, [ 0.03330012  0.08664606 -0.04089639], [ 0.09252806  0.13775203 -0.03357911]
66, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
67, [ 0.02822702  0.09326919 -0.0346975 ], [-1.46379386 -0.95335583  0.03620931]
68, [ 0.03514597  0.08353903 -0.0468847 ], [-1.40566294 -1.00626731  0.02729274]
69, [ 0.03514597  0.08353903 -0.0468847 ], [-1.40566294 -1.00626731  0.02729274]
70, [ 0.04150957  0.07222366 -0.05872648], [0.0892381  0.15366786 0.002658  ]
71, [ 0.04853534  0.06203648 -0.07033968], [0.10597564 0.1282967  0.00110887]
72, [ 0.05480925  0.05027468 -0.08337537], [ 0.06491996  0.15438783 -0.05308049]
73, [ 0.05269882  0.05441107 -0.07862481], [ 0.0717709   0.13221441 -0.02920517]
74, [ 0.05875855  0.04439012 -0.08981594], [ 0.08942509  0.10540749 -0.03032676]
75, [ 0.05269882  0.05441107 -0.07862481], [ 0.0717709   0.13221441 -0.02920517]
76, [ 0.05269882  0.05441107 -0.07862481], [ 0.0717709   0.13221441 -0.02920517]
77, [ 0.0555752   0.05040669 -0.08367088], [-1.38765641 -0.99800052  0.03599829]
78, [ 0.06229363  0.03936008 -0.09582712], [ 0.08109405  0.12767594 -0.05483343]
79, [ 0.05269882  0.05441107 -0.07862481], [ 0.0717709   0.13221441 -0.02920517]
80, [ 0.05269882  0.05441107 -0.07862481], [ 0.0717709   0.13221441 -0.02920517]
